predicate,argument,role_type,reasons 1,reasons 2,reasons 3
accept,friend,ARG0,"The PropBank ARG0 role for the predicate 'accept' should have the properties of being the agent of the action, performing the action, or causing the action to occur.","The argument 'friend' has the property of being a person or entity that is being accepted, and is therefore a suitable argument for the predicate 'accept'.","The argument 'friend' fits the PropBank ARG0 role for the predicate 'accept' because it is the person or entity that is being accepted. The ARG0 role is typically used to indicate the agent of the action, and in this case, the person or entity being accepted is the agent of the action. ""}"
accept,friend,ARG1,"The PropBank ARG1 role for the predicate 'accept' should have the properties of being the person or entity that is accepting something, such as a proposal, a request, or an invitation.","The argument 'friend' has the property of being a person or entity that is being accepted, and is therefore relevant to the semantic role of 'agent' in the predicate 'accept'.","The argument 'friend' will fit the PropBank ARG1 role for the predicate 'accept' because it is the person or entity that is being accepted, and is therefore the agent of the action of accepting. ""}"
accept,neighbor,ARG0,"The PropBank ARG0 role for the predicate 'accept' should have the properties of being the agent of the action, performing the action, or causing the action to occur.","The argument 'neighbor' has the property of being a person or entity that is involved in the action of accepting something, such as accepting a gift or accepting an invitation.","The argument 'neighbor' fits the PropBank ARG0 role for the predicate 'accept' because it is the person or entity that is performing the action of accepting something. In this case, the neighbor is accepting the gift, so they are the agent of the action. ""}"
accept,neighbor,ARG1,"The PropBank ARG1 role for the predicate 'accept' should have the properties of being the person or entity that is accepting something, such as a proposal, a request, or an invitation.","The argument 'neighbor' has the property of being a person or entity that is being accepted, such as a proposal, a request, or an invitation.","The argument 'neighbor' will fit the PropBank ARG1 role for the predicate 'accept' because it is the person or entity that is being accepted, such as a proposal, a request, or an invitation. ""}"
accept,student,ARG0,"The PropBank ARG0 role for the predicate 'accept' should have the properties of being the agent of the action, performing the action, or causing the action to occur.","The argument 'student' has the property of being the patient of the action, as it is the entity that is affected by the action of being accepted.","The argument 'student' will fit the PropBank ARG0 role for the predicate 'accept' because it is the entity that is being accepted, and is therefore the patient of the action. ""}"
accept,student,ARG1,"The PropBank ARG1 role for the predicate 'accept' should have the properties of being the person or entity that is accepting something, such as a proposal, a request, or an invitation.","The argument 'student' has the property of being a person who is accepting something, such as a proposal, a request, or an invitation.","The argument 'student' fits the PropBank ARG1 role for the predicate 'accept' because it is the person or entity that is accepting something, such as a proposal, a request, or an invitation. ""}"
accept,teenager,ARG0,"The PropBank ARG0 role for the predicate 'accept' should have the properties of being the agent of the action, performing the action, or causing the action to occur.","The argument 'teenager' has the property of being a young person, typically between the ages of 13 and 19.","The argument 'teenager' will not fit the PropBank ARG0 role for the predicate 'accept' because the ARG0 role is typically associated with the agent of the action, and a teenager is not typically considered an agent. The ARG0 role is more commonly associated with the subject of the sentence, and the action is typically performed by the subject. ""}"
accept,teenager,ARG1,"The PropBank ARG1 role for the predicate 'accept' should have the properties of being the person or entity that is accepting something, such as a proposal, a request, or an invitation.","The argument 'teenager' has the property of being a young person, typically between the ages of 13 and 19.","The argument 'teenager' will fit the PropBank ARG1 role for the predicate 'accept' because the teenager is the person or entity that is accepting something, such as a proposal, a request, or an invitation. ""}"
accuse,criminal,ARG0,The PropBank ARG0 role for the predicate 'accuse' should have the properties of being the person or entity that is accused of the crime or wrongdoing.,The argument 'criminal' has the property of being the person or entity that is accused of the crime or wrongdoing.,"The argument 'criminal' fits the PropBank ARG0 role for the predicate 'accuse' because it is the person or entity that is accused of the crime or wrongdoing. ""}"
accuse,criminal,ARG1,The PropBank ARG1 role for the predicate 'accuse' should have the properties of being the person or entity that is accused of the crime or wrongdoing.,The argument 'criminal' has the property of being the person or entity that is accused of the crime or wrongdoing.,"The argument 'criminal' fits the PropBank ARG1 role for the predicate 'accuse' because it is the person or entity that is accused of the crime or wrongdoing. ""}"
accuse,defendant,ARG0,The PropBank ARG0 role for the predicate 'accuse' should have the properties of being the person or entity that is accused of the crime or wrongdoing.,"The argument 'defendant' has the properties of being the person or entity that is accused of the crime or wrongdoing, and is typically the subject of the sentence.","The argument 'defendant' will fit the PropBank ARG0 role for the predicate 'accuse' because it is the person or entity that is accused of the crime or wrongdoing, and is typically the subject of the sentence. ""}"
accuse,defendant,ARG1,The PropBank ARG1 role for the predicate 'accuse' should have the properties of being the person or entity that is accused of the crime or wrongdoing.,"The argument 'defendant' has the properties of being the person or entity that is accused of the crime or wrongdoing, and is typically the subject of the sentence.","The argument 'defendant' will fit the PropBank ARG1 role for the predicate 'accuse' because it is the person or entity that is accused of the crime or wrongdoing, and is typically the subject of the sentence. ""}"
accuse,dog,ARG0,The PropBank ARG0 role for the predicate 'accuse' should have the properties of being the person or entity that is accused of the crime or wrongdoing.,The argument 'dog' has the property of being the accused in the predicate 'accuse'. It is the entity that is being accused of the crime or wrongdoing.,"The argument 'dog' will fit the PropBank ARG0 role for the predicate 'accuse' because it is the entity that is being accused of the crime or wrongdoing. The ARG0 role is typically used to indicate the entity that is being acted upon or affected by the action described by the predicate. In the case of the predicate 'accuse', the ARG0 role is used to indicate the entity that is being accused of the crime or wrongdoing. Therefore, the argument 'dog' fits the ARG0 role for the predicate 'accuse'. ""}"
accuse,dog,ARG1,The PropBank ARG1 role for the predicate 'accuse' should have the properties of being the person or entity that is accused of the crime or wrongdoing.,"The argument 'dog' has the property of being a noun, which is relevant to the predicate 'accuse' because it is the entity that is being accused of the crime or wrongdoing.","The argument 'dog' will fit the PropBank ARG1 role for the predicate 'accuse' because it is the entity that is being accused of the crime or wrongdoing. The ARG1 role is typically filled by the entity that is being accused, and the argument 'dog' fits this role because it is the entity that is being accused in the sentence ""The dog bit the man."" ""}"
accuse,prosecutor,ARG0,The PropBank ARG0 role for the predicate 'accuse' should have the properties of being the person or entity that is accused of the crime or wrongdoing.,The argument 'prosecutor' has the property of being the person or entity that accuses someone of a crime or wrongdoing.,"The argument 'prosecutor' fits the PropBank ARG0 role for the predicate 'accuse' because it is the person or entity that is accusing someone of a crime or wrongdoing. ""}"
accuse,prosecutor,ARG1,The PropBank ARG1 role for the predicate 'accuse' should have the properties of being the person or entity that is accused of the crime or wrongdoing.,The argument 'prosecutor' has the property of being the person or entity that is accusing the other person or entity of the crime or wrongdoing.,"The argument 'prosecutor' fits the PropBank ARG1 role for the predicate 'accuse' because it is the person or entity that is accusing the other person or entity of the crime or wrongdoing. ""}"
accuse,suspect,ARG0,The PropBank ARG0 role for the predicate 'accuse' should have the properties of being the person or entity that is accused of the crime or wrongdoing.,"The argument 'suspect' has the properties of being the person or entity that is accused of the crime or wrongdoing, and is typically the subject of the sentence.","The argument 'suspect' fits the PropBank ARG0 role for the predicate 'accuse' because it is the person or entity that is accused of the crime or wrongdoing. The ARG0 role is typically the subject of the sentence, and in this case, the 'suspect' is the subject of the sentence. ""}"
accuse,suspect,ARG1,The PropBank ARG1 role for the predicate 'accuse' should have the properties of being the person or entity that is accused of the crime or wrongdoing.,"The argument 'suspect' has the properties of being the person or entity that is accused of the crime or wrongdoing, and is typically the subject of the sentence.","The argument 'suspect' fits the PropBank ARG1 role for the predicate 'accuse' because it is the person or entity that is accused of the crime or wrongdoing. The ARG1 role is typically the subject of the sentence, and in this case, the 'suspect' is the subject of the sentence. ""}"
accuse,witness,ARG0,The PropBank ARG0 role for the predicate 'accuse' should have the properties of being the person or entity that is accused of the crime or wrongdoing.,The argument 'witness' has the property of being a person or entity that provides evidence or testimony in support of the accusation.,"The argument 'witness' will fit the PropBank ARG0 role for the predicate 'accuse' because the witness is the person or entity that provides evidence or testimony in support of the accusation. The witness is the person or entity that is accused of the crime or wrongdoing, and the accusation is the act of accusing them of the crime or wrongdoing. Therefore, the witness is the subject of the accusation, and the ARG0 role is appropriate for the witness in this context. ""}"
accuse,witness,ARG1,The PropBank ARG1 role for the predicate 'accuse' should have the properties of being the person or entity that is accused of the crime or wrongdoing.,The argument 'witness' has the property of being a person or entity that provides evidence or testimony in support of the accusation.,"The argument 'witness' will fit the PropBank ARG1 role for the predicate 'accuse' because the witness provides evidence or testimony in support of the accusation. The witness is the person or entity that is accused of the crime or wrongdoing, and the accusation is the act of accusing someone of a crime or wrongdoing. The witness is therefore the subject of the accusation, and the ARG1 role is the appropriate role for the witness in this context. ""}"
admire,actress,ARG0,"The PropBank ARG0 role for the predicate 'admire' should have the following properties:- The argument should be a noun or a pronoun that refers to the person or thing being admired.- The argument should be in the nominative case.- The argument should be the subject of the sentence.- The argument should be the focus of the sentence.- The argument should be the main topic of the sentence.For example, in the sentence 'I admire my cat,' the argument 'my cat' is the PropBank ARG0 role for the predicate 'admire.'",The argument 'actress' has the following relevant properties for the predicate 'admire':- It is a noun or a pronoun that refers to a person or thing being admired.- It is in the nominative case.- It is the subject of the sentence.- It is the focus of the sentence.- It is the main topic of the sentence.,"The argument 'actress' will fit the PropBank ARG0 role for the predicate 'admire' because it is a noun or a pronoun that refers to a person or thing being admired, and it is the subject of the sentence. ""}"
admire,actress,ARG1,"The PropBank ARG1 role for the predicate 'admire' should have the following properties:- The argument should be a noun or a pronoun that refers to the person or thing that is being admired.- The argument should be in the nominative case.- The argument should be the subject of the sentence.- The argument should be the focus of the sentence.- The argument should be the main topic of the sentence.For example, in the sentence 'I admire my cat,' the argument 'my cat' is the PropBank ARG1 role for the predicate 'admire.'","The argument 'actress' has the following properties: it is a noun, it is in the nominative case, it is the subject of the sentence, it is the focus of the sentence, and it is the main topic of the sentence.","The argument 'actress' will fit the PropBank ARG1 role for the predicate 'admire' because it is a noun that refers to the person or thing that is being admired. It is also the subject of the sentence, the focus of the sentence, and the main topic of the sentence. Therefore, it meets all the criteria for the ARG1 role. ""}"
admire,athlete,ARG0,"The PropBank ARG0 role for the predicate 'admire' should have the following properties:- The argument should be a noun or a pronoun that refers to the person or thing being admired.- The argument should be in the nominative case.- The argument should be the subject of the sentence.- The argument should be the focus of the sentence.- The argument should be the main topic of the sentence.For example, in the sentence 'I admire my cat,' the argument 'my cat' is the PropBank ARG0 role for the predicate 'admire.'",The argument 'athlete' has the following relevant properties for the predicate 'admire':- It is a noun or pronoun that refers to the person or thing being admired.- It is in the nominative case.- It is the subject of the sentence.- It is the focus of the sentence.- It is the main topic of the sentence.,"The argument 'athlete' will fit the PropBank ARG0 role for the predicate 'admire' because it is a noun or pronoun that refers to the person or thing being admired, and it is the subject of the sentence. ""}"
admire,athlete,ARG1,"The PropBank ARG1 role for the predicate 'admire' should have the following properties:- The argument should be a noun or a pronoun that refers to the person or thing that is being admired.- The argument should be in the nominative case.- The argument should be the subject of the sentence.- The argument should be the focus of the sentence.- The argument should be the main topic of the sentence.For example, in the sentence 'I admire my cat,' the argument 'my cat' is the PropBank ARG1 role for the predicate 'admire.'",The argument 'athlete' has the following relevant properties for the predicate 'admire':- It is a noun or a pronoun that refers to the person or thing that is being admired.- It is in the nominative case.- It is the subject of the sentence.- It is the focus of the sentence.- It is the main topic of the sentence.,"The argument 'athlete' will fit the PropBank ARG1 role for the predicate 'admire' because it is a noun or a pronoun that refers to the person or thing that is being admired, and it is the subject of the sentence. ""}"
admire,disciple,ARG0,"The PropBank ARG0 role for the predicate 'admire' should have the following properties:- The argument should be a noun or a pronoun that refers to the person or thing being admired.- The argument should be in the nominative case.- The argument should be the subject of the sentence.- The argument should be the focus of the sentence.- The argument should be the main topic of the sentence.For example, in the sentence 'I admire my cat,' the argument 'my cat' is the PropBank ARG0 role for the predicate 'admire.'",The argument 'disciple' has the following relevant properties for the predicate 'admire':- It is a noun or pronoun that refers to the person or thing being admired.- It is in the nominative case.- It is the subject of the sentence.- It is the focus of the sentence.- It is the main topic of the sentence.,"The argument 'disciple' will fit the PropBank ARG0 role for the predicate 'admire' because it is a noun or pronoun that refers to the person or thing being admired, and it is the subject of the sentence. ""}"
admire,disciple,ARG1,"The PropBank ARG1 role for the predicate 'admire' should have the following properties:- The argument should be a noun or a pronoun that refers to the person or thing that is being admired.- The argument should be in the nominative case.- The argument should be the subject of the sentence.- The argument should be the focus of the sentence.- The argument should be the main topic of the sentence.For example, in the sentence 'I admire my cat,' the argument 'my cat' is the PropBank ARG1 role for the predicate 'admire.'",The argument 'disciple' has the following relevant properties for the predicate 'admire':- It is a noun or pronoun that refers to the person or thing that is being admired.- It is in the nominative case.- It is the subject of the sentence.- It is the focus of the sentence.- It is the main topic of the sentence.,"The argument 'disciple' will fit the PropBank ARG1 role for the predicate 'admire' because it is a noun or pronoun that refers to the person or thing that is being admired, and it is the subject of the sentence. ""}"
admire,fan,ARG0,"The PropBank ARG0 role for the predicate 'admire' should have the following properties:- The argument should be a noun or a pronoun that refers to the person or thing being admired.- The argument should be in the nominative case.- The argument should be the subject of the sentence.- The argument should be the focus of the sentence.- The argument should be the main topic of the sentence.For example, in the sentence 'I admire my cat,' the argument 'my cat' is the PropBank ARG0 role for the predicate 'admire.'",The argument 'fan' has the following properties: - It is a noun or pronoun that refers to the person or thing being admired. - It is in the nominative case. - It is the subject of the sentence. - It is the focus of the sentence. - It is the main topic of the sentence.,"The argument 'fan' fits the PropBank ARG0 role for the predicate 'admire' because it is the subject of the sentence and the main topic of the sentence. It is also in the nominative case, which is a common case for subjects in English. Therefore, the argument 'fan' has the necessary properties to fill the PropBank ARG0 role for the predicate 'admire'. ""}"
admire,fan,ARG1,"The PropBank ARG1 role for the predicate 'admire' should have the following properties:- The argument should be a noun or a pronoun that refers to the person or thing that is being admired.- The argument should be in the nominative case.- The argument should be the subject of the sentence.- The argument should be the focus of the sentence.- The argument should be the main topic of the sentence.For example, in the sentence 'I admire my cat,' the argument 'my cat' is the PropBank ARG1 role for the predicate 'admire.'",The argument 'fan' has the following relevant properties for the predicate 'admire':- It is a noun or pronoun that refers to the person or thing that is being admired.- It is in the nominative case.- It is the subject of the sentence.- It is the focus of the sentence.- It is the main topic of the sentence.,"The argument 'fan' will fit the PropBank ARG1 role for the predicate 'admire' because it is a noun or pronoun that refers to the person or thing that is being admired, and it is the subject of the sentence. ""}"
admire,groupie,ARG0,"The PropBank ARG0 role for the predicate 'admire' should have the following properties:- The argument should be a noun or a pronoun that refers to the person or thing being admired.- The argument should be in the nominative case.- The argument should be the subject of the sentence.- The argument should be the focus of the sentence.- The argument should be the main topic of the sentence.For example, in the sentence 'I admire my cat,' the argument 'my cat' is the PropBank ARG0 role for the predicate 'admire.'",The argument 'groupie' has the following relevant properties for the predicate 'admire':- It is a noun or pronoun that refers to the person or thing being admired.- It is in the nominative case.- It is the subject of the sentence.- It is the focus of the sentence.- It is the main topic of the sentence.,"The argument 'groupie' will not fit the PropBank ARG0 role for the predicate 'admire' because it is not a noun or pronoun that refers to the person or thing being admired. The ARG0 role requires a noun or pronoun that is the subject of the sentence and the focus of the sentence. In the sentence ""I admire my cat,"" the argument 'my cat' is the ARG0 role because it is a noun or pronoun that refers to the person or thing being admired and is the subject of the sentence. The argument 'groupie' is not a noun or pronoun and does not refer to the person or thing being admired, so it does not fit the ARG0 role. ""}"
admire,groupie,ARG1,"The PropBank ARG1 role for the predicate 'admire' should have the following properties:- The argument should be a noun or a pronoun that refers to the person or thing that is being admired.- The argument should be in the nominative case.- The argument should be the subject of the sentence.- The argument should be the focus of the sentence.- The argument should be the main topic of the sentence.For example, in the sentence 'I admire my cat,' the argument 'my cat' is the PropBank ARG1 role for the predicate 'admire.'",The argument 'groupie' has the following relevant properties for the predicate 'admire':- It is a noun or pronoun that refers to the person or thing that is being admired.- It is in the nominative case.- It is the subject of the sentence.- It is the focus of the sentence.- It is the main topic of the sentence.,"The argument 'groupie' will fit the PropBank ARG1 role for the predicate 'admire' because it is a noun or pronoun that refers to the person or thing that is being admired, and it is the subject of the sentence. ""}"
adopt,baby,ARG0,"The PropBank ARG0 role for the predicate 'adopt' should have the properties of being the agent of the action, and the person or entity that is taking the action.","The argument 'baby' has the properties of being the patient of the action, and the entity that is being acted upon.","The argument 'baby' will fit the PropBank ARG0 role for the predicate 'adopt' because the baby is the entity that is being acted upon by the action of adopting. In other words, the baby is the patient of the action of adopting. ""}"
adopt,baby,ARG1,"The PropBank ARG1 role for the predicate 'adopt' should have the properties of being the agent of the action, and the person or entity that is taking the action.","The argument 'baby' has the properties of being the patient of the action, and the person or entity that is being taken care of.","The argument 'baby' will not fit the PropBank ARG1 role for the predicate 'adopt' because the ARG1 role is typically used for the agent of the action, and the action of adopting a baby is typically done by a parent or guardian, not the baby itself. ""}"
adopt,child,ARG0,"The PropBank ARG0 role for the predicate 'adopt' should have the properties of being the agent of the action, and the person or entity that is taking the action.","The argument 'child' has the properties of being the patient of the action, and the person or entity that is being taken care of.","The argument 'child' will fit the PropBank ARG0 role for the predicate 'adopt' because the child is the person or entity that is being taken care of by the agent. In this case, the agent is the person or entity that is taking the action of adopting the child. ""}"
adopt,child,ARG1,"The PropBank ARG1 role for the predicate 'adopt' should have the properties of being the agent of the action, and the person or entity that is taking the action.","The argument 'child' has the properties of being the patient of the action, and the person or entity that is being taken care of.","The argument 'child' will not fit the PropBank ARG1 role for the predicate 'adopt' because the ARG1 role is typically used to indicate the agent of the action, and the person or entity that is taking the action. In the case of the predicate 'adopt', the ARG1 role is typically used to indicate the person or entity that is taking the action of adopting the child. The argument 'child' is not the agent of the action, but rather the person or entity that is being taken care of. Therefore, the argument 'child' does not fit the PropBank ARG1 role for the predicate 'adopt'. ""}"
adopt,committee,ARG0,"The PropBank ARG0 role for the predicate 'adopt' should have the properties of being the agent of the action, and the person or entity that is taking the action.","The argument 'committee' has the property of being the entity that is taking the action of adopting something, and is therefore the agent of the action.","The argument 'committee' will fit the PropBank ARG0 role for the predicate 'adopt' because it is the entity that is taking the action of adopting something, and is therefore the agent of the action. ""}"
adopt,committee,ARG1,"The PropBank ARG1 role for the predicate 'adopt' should have the properties of being the agent of the action, and the person or entity that is taking the action.",The argument 'committee' has the property of being the entity that is being acted upon by the predicate 'adopt'.,"The argument 'committee' will fit the PropBank ARG1 role for the predicate 'adopt' because it is the entity that is being acted upon by the predicate. In other words, the committee is the entity that is being adopted by the agent. ""}"
adopt,couple,ARG0,"The PropBank ARG0 role for the predicate 'adopt' should have the properties of being the agent of the action, and the person or entity that is taking the action.","The argument 'couple' has the properties of being the agent of the action, and the person or entity that is taking the action.","The argument 'couple' will fit the PropBank ARG0 role for the predicate 'adopt' because it is the person or entity that is taking the action of adopting. ""}"
adopt,couple,ARG1,"The PropBank ARG1 role for the predicate 'adopt' should have the properties of being the agent of the action, and the person or entity that is taking the action.","The argument 'couple' has the properties of being the agent of the action, and the person or entity that is taking the action.","The argument 'couple' will fit the PropBank ARG1 role for the predicate 'adopt' because it is the person or entity that is taking the action of adopting. ""}"
adopt,policy,ARG0,"The PropBank ARG0 role for the predicate 'adopt' should have the properties of being the agent of the action, and the person or entity that is taking the action.","The argument 'policy' has the properties of being the object of the action, and the policy that is being adopted.","The argument 'policy' will fit the PropBank ARG0 role for the predicate 'adopt' because it is the policy that is being adopted by the agent. In this case, the agent is the person or entity that is taking the action of adopting the policy. ""}"
adopt,policy,ARG1,"The PropBank ARG1 role for the predicate 'adopt' should have the properties of being the agent of the action, and the person or entity that is taking the action.","The argument 'policy' has the properties of being the object of the action, and the policy that is being adopted.","The argument 'policy' will fit the PropBank ARG1 role for the predicate 'adopt' because it is the object of the action, and the policy that is being adopted. ""}"
applaud,actress,ARG0,"The PropBank ARG0 role for the predicate 'applaud' should have the properties of being a direct object, representing the person or thing being applauded.","The argument 'actress' has the properties of being a direct object, representing the person or thing being applauded.","The argument 'actress' will fit the PropBank ARG0 role for the predicate 'applaud' because it is a direct object, representing the person or thing being applauded. ""}"
applaud,actress,ARG1,The PropBank ARG1 role for the predicate 'applaud' should have the properties of being a noun or a pronoun that refers to the person or group of people who are applauding.,The argument 'actress' has the properties of being a noun or a pronoun that refers to a person who is applauded.,"The argument 'actress' fits the PropBank ARG1 role for the predicate 'applaud' because it is a noun or a pronoun that refers to a person who is applauded. The ARG1 role is typically filled by the person or thing that is being applauded, and in this case, the argument 'actress' is a noun that refers to a person who is being applauded. ""}"
applaud,critic,ARG0,"The PropBank ARG0 role for the predicate 'applaud' should have the properties of being a direct object, representing the person or thing being applauded.","The argument 'critic' has the properties of being a direct object, representing the person or thing being applauded.","The argument 'critic' will fit the PropBank ARG0 role for the predicate 'applaud' because it is a direct object, representing the person or thing being applauded. ""}"
